# Generated by tools/models/license_audit.py - do not edit by hand.
# Per-file redistribution findings across models/spice/.
# severity=restricted means the file must not ship in a distributed
# build and must not be embedded in the binary.
# pack	path	marker	severity	line	definitions	evidence
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp260n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp264.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp264.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp264n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp264n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp2907.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp2907.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp32n50k.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp32n50k.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp350.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp350.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp3703.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp3703.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp3710.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp3710.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp450.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp450.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp450a.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp450a.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp460.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp460.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp460a.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp460a.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp460n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp460n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp5210.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp5210.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp9140n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp9140n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp9240.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfp9240.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfpc50a.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfpc50a.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfpc60.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfpc60.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfpg40.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfpg40.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfpg50.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfpg50.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfps37n50a.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfps37n50a.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfps3810.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfps3810.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfps3815.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfps3815.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfps40n50l.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfps40n50l.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfps43n50k.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfps43n50k.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr014.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr014.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr024.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr024.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr024n.spi	commercial-use-restricted	restricted	19	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr024n.spi	unpublished-proprietary	review	11	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr110.spi	commercial-use-restricted	restricted	19	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr110.spi	unpublished-proprietary	review	11	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr1205.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr1205.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr120n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr120n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr13n20d.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr13n20d.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr18n15d.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr18n15d.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr1n60a.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr1n60a.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr210.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr210.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr220.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr220.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr2405.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr2405.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr24n15d.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr24n15d.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr2605.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr2605.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr320.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr320.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr3303.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr3303.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr3910.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr3910.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr3911.spi	commercial-use-restricted	restricted	11	7	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr3911.spi	unpublished-proprietary	review	7	7	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr4105.spi	commercial-use-restricted	restricted	19	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr4105.spi	unpublished-proprietary	review	11	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr420a.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr420a.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr5305.spi	commercial-use-restricted	restricted	19	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr5305.spi	unpublished-proprietary	review	11	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr5410.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr5410.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9014.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9014.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9024.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9024.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9024n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9024n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9120.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9120.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9210.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9210.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9214.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9214.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9220.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9220.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9310.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfr9310.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfs4710.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfs4710.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfs9n60a.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfs9n60a.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu110.spi	commercial-use-restricted	restricted	19	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu110.spi	unpublished-proprietary	review	11	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu1205.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu1205.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu120n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu120n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu220.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu220.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu2605.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu2605.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu320.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu320.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu3910.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu3910.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu4105.spi	commercial-use-restricted	restricted	19	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu4105.spi	unpublished-proprietary	review	11	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu9014.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu9014.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu9120.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu9120.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu9220.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu9220.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu9310.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfu9310.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz14.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz14.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz24n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz24n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz24ns.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz24ns.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz24v.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz24v.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz34e.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz34e.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz34n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz34n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz34ns.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz34ns.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz44e.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz44e.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz44n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz44n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz44ns.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz44ns.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz46n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz46n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz46ns.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz46ns.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz48n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz48n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz48ns.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz48ns.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz48vs.spi	commercial-use-restricted	restricted	11	7	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irfz48vs.spi	unpublished-proprietary	review	7	7	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irg4bc10kd.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irg4bc10kd.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irg4bc10u.spi	commercial-use-restricted	restricted	10	5	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irg4bc10u.spi	unpublished-proprietary	review	6	5	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irg4bc10ud.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irg4bc10ud.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irg4bc15ud.spi	commercial-use-restricted	restricted	10	5	*Commercial Use or Resale Restricted *
